Post Number,Platform,Username,Content URL,Text,Creation Date,Likes,Comments,Additional Info,index,cleaned_text,segment
88,YouTube,@shankarbalakrishnan2360,https://www.youtube.com/watch?v=Vev2ybF2Z6g,U see u have to do everything by yourself elate yourself beat yourself❤❤😂😂,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",88,u see u everything elate beat,3
89,YouTube,@AkashGaming-xr9nl,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Ranbir smile is killer,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",89,ranbir smile killer,3
90,YouTube,@AkashGaming-xr9nl,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Nepotism is nothing it is just mind games. Ranbir made his image by his own efforts.,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",90,nepotism nothing mind games ranbir made image efforts,3
91,YouTube,@tonystark-er4xk,https://www.youtube.com/watch?v=Vev2ybF2Z6g,"<a href=""https://www.youtube.com/watch?v=Vev2ybF2Z6g&amp;t=1127"">18:47</a> ... Ranbir just won heart ❤🙌🔥",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",91,href ranbir heart,3
92,YouTube,@dineshpandit0122,https://www.youtube.com/watch?v=Vev2ybF2Z6g,"<a href=""https://www.youtube.com/watch?v=Vev2ybF2Z6g&amp;t=1125"">18:45</a>",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",92,href,3
93,YouTube,@yaseenathar1657,https://www.youtube.com/watch?v=Vev2ybF2Z6g,He looks like Ali Abdaal,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",93,looks like ali abdaal,3
94,YouTube,@OnTheWay544,https://www.youtube.com/watch?v=Vev2ybF2Z6g,.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>.,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",94,br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br,3
95,YouTube,@OnTheWay544,https://www.youtube.com/watch?v=Vev2ybF2Z6g,.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>.,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",95,br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br,3
96,YouTube,@prathhaaammm,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Rohan and Ranbir could be saadu’s😂❤,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",96,rohan ranbir could saadu,3
97,YouTube,@I.RANAVINAY,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Hindi m bi baat krlo kya ghis jayega bhai tumhara 😂❌🪢,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",97,hindi bi baat krlo kya ghis jayega bhai tumhara,3
98,YouTube,@kunalpahwa1967,https://www.youtube.com/watch?v=Vev2ybF2Z6g,"6yrs old and still relevant!! Bring back the podcast guyzz.... MeeToo walli apne 25th Mard ke sath chill kr rahi hogi, get over it!<br>Do another name if not aib but get together and shoot something like this again!❤",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",98,6yrs old still relevant bring back podcast guyzz meetoo walli apne 25th mard ke sath chill kr rahi hogi get br another name aib get together shoot something like,3
99,YouTube,@darrel1feb,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Ranbir at this interview and after Animal. The same GROUNDED,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",99,ranbir interview animal grounded,3
100,YouTube,@anshsrivastava3693,https://www.youtube.com/watch?v=Vev2ybF2Z6g,Ranbir 🥹,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 01), Channel: All India Bakchod",100,ranbir,3
1,YouTube,@allindiabakchod,https://www.youtube.com/watch?v=AK4zs3rRP1U,"<a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=60"">01:00</a> - Fanboying over Robert De Niro<br><a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=150"">02:30</a> - Bollywood Awards<br><a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=354"">05:54</a> - Smoking Pot<br><a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=385"">06:25</a> - Rishi Kapoor&#39;s Tweets<br><a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=510"">08:30</a> - Football Team and SRK-FIFA<br><a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=578"">09:38</a> - Web Series and Digital<br><a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=720"">12:00</a> - Working with Bhansali<br><a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=830"">13:50</a> - Drinking Problem<br><a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=927"">15:27</a> - Peer Actors and Jealousy<br><a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=1044"">17:24</a> - Koffee With Karan<br><a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=1134"">18:54</a> - FIFA",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",101,href fanboying robert de niro br href bollywood awards br href smoking pot br href rishi kapoor 39 tweets br href football team srk fifa br href web series digital br href working bhansali br href drinking problem br href peer actors jealousy br href koffee karan br href fifa,3
2,YouTube,@saranshjeswani8433,https://www.youtube.com/watch?v=AK4zs3rRP1U,"Rohan itna hilta Kyu hai, is he gay?",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",102,rohan itna hilta kyu hai gay,3
3,YouTube,@mituprasad7452,https://www.youtube.com/watch?v=AK4zs3rRP1U,Gosh... are they friends with Ranbir... how casually they were talking.,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",103,gosh friends ranbir casually talking,3
4,YouTube,@siddharthasharmafcaslot2611,https://www.youtube.com/watch?v=AK4zs3rRP1U,"<a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=958"">15:58</a> Varun in Badri ki Dulhania would have definitely put him in jealous😂😂😂",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",104,href varun badri ki dulhania would definitely put jealous,3
5,YouTube,@edcba7,https://www.youtube.com/watch?v=AK4zs3rRP1U,Why on earth Youtube is recommending this to me after 7 years😂😂,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",105,earth youtube recommending 7 years,3
6,YouTube,@nitinarya1822,https://www.youtube.com/watch?v=AK4zs3rRP1U,Rk❤❤,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",106,rk,3
7,YouTube,@mojoWithYou,https://www.youtube.com/watch?v=AK4zs3rRP1U,"<a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=188"">3:08</a> i don’t understand how can he say “usko” while taking amit jee’s name hes very senior show some respect stupid",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",107,href understand say usko taking amit jee name hes senior show respect stupid,3
8,YouTube,@pranavvats6865,https://www.youtube.com/watch?v=AK4zs3rRP1U,bro didn&#39;t see web series booming back then<br>Love Ranbir though &lt;3,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",108,bro 39 see web series booming back br love ranbir though lt 3,3
9,YouTube,@whodevanshi,https://www.youtube.com/watch?v=AK4zs3rRP1U,Rohan just said Alia and they cut lol,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",109,rohan said alia cut lol,3
10,YouTube,@mojoWithYou,https://www.youtube.com/watch?v=AK4zs3rRP1U,"<a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=8"">0:08</a>",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",110,href,3
11,YouTube,@shanaz3,https://www.youtube.com/watch?v=AK4zs3rRP1U,What’s the purpose of green t shirt statue being in this video he didn’t say anything or even move 😂😂😂😂,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",111,purpose green shirt statue video say anything even move,3
12,YouTube,@newsflushhh,https://www.youtube.com/watch?v=AK4zs3rRP1U,"ranbir was right he never was single, just after katrina he was with alia",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",112,ranbir right never single katrina alia,3
13,YouTube,@ArifAlAmin0714,https://www.youtube.com/watch?v=AK4zs3rRP1U,"<a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=1185"">19:45</a> Visca Barça",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",113,href visca barça,3
14,YouTube,@Priyankachopraforeverfan,https://www.youtube.com/watch?v=AK4zs3rRP1U,What specs ranbir wearing brand ?,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",114,specs ranbir wearing brand,3
15,YouTube,@M.Priya_L.S,https://www.youtube.com/watch?v=AK4zs3rRP1U,AIB was so ahead of its time. Deep questions on topics other interviewers do not touch coupled with the right amount of humor. Not just for clickbaits but genuine questions.,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",115,aib ahead time deep questions topics interviewers touch coupled right amount humor clickbaits genuine questions,3
16,YouTube,@M.Priya_L.S,https://www.youtube.com/watch?v=AK4zs3rRP1U,"<a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=705"">11:45</a> Brahmastra was in works from 7 years ago, and they still screwed it up<br>there should&#39;ve been more character building and story development",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",116,href brahmastra works 7 years ago still screwed br 39 character building story development,3
17,YouTube,@vatsrajat23,https://www.youtube.com/watch?v=AK4zs3rRP1U,"Lol. I came back to see this podcast after watching Wtf series with Ranbeer n Nikhil Kamath. Things have changed so much, podcasts have blown with billionaires coming in it. You guys were clearly ahead of time.",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",117,lol came back see podcast watching wtf series ranbeer n nikhil kamath things changed much podcasts blown billionaires coming guys clearly ahead time,3
18,YouTube,@premanayagam5852,https://www.youtube.com/watch?v=AK4zs3rRP1U,You all make so much noise that  its difficult to understand.,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",118,make much noise difficult understand,3
19,YouTube,@Cricket_fever_vk18rg45,https://www.youtube.com/watch?v=AK4zs3rRP1U,Why am I watching this now.,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",119,watching,3
20,YouTube,@dhruvsarkhedi1136,https://www.youtube.com/watch?v=AK4zs3rRP1U,"<a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=705"">11:45</a> did Rohan just drop bhramastra info here? <br>Cause I see khambha covering his face in gand fati",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",120,href rohan drop bhramastra info br cause see khambha covering face gand fati,3
21,YouTube,@AngelofHogwarts,https://www.youtube.com/watch?v=AK4zs3rRP1U,"lol, how perception evolves and changes in 7 years. Nowadays, there&#39;s no argument that web series is an amazing platform for actors (not just &quot;stars&quot;) to showcase their talent. Infact, I look more forward to watching new web series trailers rather than ghisa pita YRF or Dharma trailers. Jawan/Pathaan vs. Asur/Kohrra/Family Man/Kaala Pani/City of Dreams...",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",121,lol perception evolves changes 7 years nowadays 39 argument web series amazing platform actors quot stars quot showcase talent infact look forward watching new web series trailers rather ghisa pita yrf dharma trailers jawan pathaan vs asur kohrra family man kaala pani city dreams,3
22,YouTube,@kunalkunjir,https://www.youtube.com/watch?v=AK4zs3rRP1U,As honest as it can be ❤,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",122,honest,3
23,YouTube,@vijayabagul7398,https://www.youtube.com/watch?v=AK4zs3rRP1U,When Ranbir called SRK sir that too good ... good upbringing...Ranbir is big star himself ...pls give a crash course on etiquettes to these AIB&#39;s 😂,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",123,ranbir called srk sir good good upbringing ranbir big star pls give crash course etiquettes aib 39,3
24,YouTube,@dexnow,https://www.youtube.com/watch?v=AK4zs3rRP1U,"prototype (noun) · prototypes (plural noun)<br><br>    a first or preliminary version of a device or vehicle from which other forms are developed:<br>    &quot;the firm is testing a prototype of the weapon&quot;<br>        the first, original, or typical form of something; an archetype:<br>        &quot;these objects are the prototypes of a category of rapidly spinning neutron stars&quot;",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",124,prototype noun prototypes plural noun br br first preliminary version device vehicle forms developed br quot firm testing prototype weapon quot br first original typical form something archetype br quot objects prototypes category rapidly spinning neutron stars quot,4
25,YouTube,@user-cs1sq9vo4m,https://www.youtube.com/watch?v=AK4zs3rRP1U,Him talking about web series shows how hes not in sync with his own industry,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",125,talking web series shows hes sync industry,4
26,YouTube,@bryxxdore4150,https://www.youtube.com/watch?v=AK4zs3rRP1U,Rohan is so annoying,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",126,rohan annoying,4
27,YouTube,@souravsingh-jc5re,https://www.youtube.com/watch?v=AK4zs3rRP1U,No offence 😂<br>But the best AIB still is the one with SRK❤,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",127,offence br best aib still one srk,4
28,YouTube,@QoSabKuch,https://www.youtube.com/watch?v=AK4zs3rRP1U,"<a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=660"">11:00</a> and exactly one year later, Sacred Games Season 1 comes out and exactly 2 and a half years later, the lockdown turned everyone to OTT!",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",128,href exactly one year later sacred games season 1 comes exactly 2 half years later lockdown turned everyone ott,4
29,YouTube,@hiraanwerkhan582,https://www.youtube.com/watch?v=AK4zs3rRP1U,"<a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=670"">11:10</a> cannabilization",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",129,href cannabilization,4
30,YouTube,@mitanshusatla9033,https://www.youtube.com/watch?v=AK4zs3rRP1U,What watch is RK wearing ?,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",130,watch rk wearing,4
31,YouTube,@yskproductions8188,https://www.youtube.com/watch?v=AK4zs3rRP1U,They literally are friends talking about their life.Not a podcast.,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",131,literally friends talking life podcast,4
32,YouTube,@why_wish,https://www.youtube.com/watch?v=AK4zs3rRP1U,Well he did fuck up the fantasy film,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",132,well fuck fantasy film,4
33,YouTube,@jaikhollam7759,https://www.youtube.com/watch?v=AK4zs3rRP1U,"I HVAE NEVER COMMENTED ON SOCIAL MEDIA HANDLES BUT THIS ROHAN GUY IS PURE SHIT,  SHITTIER THAN SHIT. I GUESS AIB WENT DOWN COZ OF HIM",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",133,hvae never commented social media handles rohan guy pure shit shittier shit guess aib went coz,4
34,YouTube,@sameerbadage,https://www.youtube.com/watch?v=AK4zs3rRP1U,I think no actor will compare web series and movies now in 2024😂,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",134,think actor compare web series movies 2024,4
35,YouTube,@ShristiJaiswal21,https://www.youtube.com/watch?v=AK4zs3rRP1U,Fuckk can&#39;t believe he is the same man who married Alia Bhatt and have a kid,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",135,fuckk 39 believe man married alia bhatt kid,4
36,YouTube,@Lalalalllalalaluuu,https://www.youtube.com/watch?v=AK4zs3rRP1U,At the end of the podcast i just realized that the green T-shirt  guy is useless,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",136,end podcast realized green shirt guy useless,4
37,YouTube,@vishalsonawane4789,https://www.youtube.com/watch?v=AK4zs3rRP1U,"<a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=704"">11:44</a> he fucked up💀",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",137,href fucked,4
38,YouTube,@sunnayar3063,https://www.youtube.com/watch?v=AK4zs3rRP1U,Ranbir is a loner and what he acts in yeah jawani hai deewani to act extrovert is really  impressive  what a actor he is ❤,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",138,ranbir loner acts yeah jawani hai deewani act extrovert really impressive actor,4
39,YouTube,@indranildey3423,https://www.youtube.com/watch?v=AK4zs3rRP1U,"Look at everyone and especially Rohan, they were at the peak of their egos, they started to consider themselves as a close part of industry... Look at them now.",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",139,look everyone especially rohan peak egos started consider close part industry look,4
40,YouTube,@himanshuvikram25,https://www.youtube.com/watch?v=AK4zs3rRP1U,Botal nikal do na room se was not good<br>Ranbir was slightly sad may be rishi was a bad drinker<br>He felt it u can see in his face,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",140,botal nikal na room se good br ranbir slightly sad may rishi bad drinker br felt u see face,4
41,YouTube,@simranlongiaa,https://www.youtube.com/watch?v=AK4zs3rRP1U,"The podcast is nice, but AIB laughing among themselves, joking among themselves and dropping their little instances here and there makes it irritating.",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",141,podcast nice aib laughing among joking among dropping little instances makes irritating,4
42,YouTube,@hiteshdatta7938,https://www.youtube.com/watch?v=AK4zs3rRP1U,Web series ruling all the way during/after covid. 🙌🏻,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",142,web series ruling way covid,4
43,YouTube,@aryanbhatt5934,https://www.youtube.com/watch?v=AK4zs3rRP1U,"<a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=572"">9:32</a> no offence but tanmay you shouldn&#39;t have talked to him like that 😂😂😂",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",143,href offence tanmay 39 talked like,4
44,YouTube,@nasreenshaikh6071,https://www.youtube.com/watch?v=AK4zs3rRP1U,"These jhinghoors keeps calling SRK by his first name and Ranbir addressing SRK as Sir, shows how respectful and dignified he is and these hosts comes from really low level background….",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",144,jhinghoors keeps calling srk first name ranbir addressing srk sir shows respectful dignified hosts comes really low level background,4
45,YouTube,@prateekgrewal4717,https://www.youtube.com/watch?v=AK4zs3rRP1U,"I like when Ranbir correct them on &quot;Bombay nhi Mumbai&quot;, &quot;Calcutta nhi Kolkata&quot; and &quot;Bollywood nhi Hindi Film Industry&quot;.",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",145,like ranbir correct quot bombay nhi mumbai quot quot calcutta nhi kolkata quot quot bollywood nhi hindi film industry quot,4
46,YouTube,@akanshapal17,https://www.youtube.com/watch?v=AK4zs3rRP1U,"The web series industry is currently experiencing a significant boom, my friend.",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",146,web series industry currently experiencing significant boom friend,4
47,YouTube,@CharismaticBrar,https://www.youtube.com/watch?v=AK4zs3rRP1U,What if he knew about ANIMAL then!,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",147,knew animal,4
48,YouTube,@khushalgilra1201,https://www.youtube.com/watch?v=AK4zs3rRP1U,"<a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=701"">11:41</a> Brahmastra xDDDDDDDDDDDD.",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",148,href brahmastra xdddddddddddd,4
49,YouTube,@samiulislam_live,https://www.youtube.com/watch?v=AK4zs3rRP1U,Watching this in 2024 again. Loved their conversation. You cannot help loving Ranbir.,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",149,watching 2024 loved conversation help loving ranbir,4
50,YouTube,@mmehra499,https://www.youtube.com/watch?v=AK4zs3rRP1U,Somehow looks like they have fucking waste the opportunity.<br>Like they could have asked some genuine questions ..even ranbir looked disinterested at one point of time 😅,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",150,somehow looks like fucking waste opportunity br like could asked genuine questions even ranbir looked disinterested one point time,4
51,YouTube,@rach1213,https://www.youtube.com/watch?v=AK4zs3rRP1U,"I love AIB&#39;s way of interviewing. It&#39;s not pretentious, its the kind that gets people to open up, drop their filters, which is so refreshing to watch.",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",151,love aib 39 way interviewing 39 pretentious kind gets people open drop filters refreshing watch,4
52,YouTube,@OnTheWay544,https://www.youtube.com/watch?v=AK4zs3rRP1U,.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>.,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",152,br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br,4
53,YouTube,@OnTheWay544,https://www.youtube.com/watch?v=AK4zs3rRP1U,.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>.,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",153,br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br,4
54,YouTube,@OnTheWay544,https://www.youtube.com/watch?v=AK4zs3rRP1U,.<br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br><br>.,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",154,br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br br,4
55,YouTube,@sudhanshubhatt6299,https://www.youtube.com/watch?v=AK4zs3rRP1U,"I watched both of the parts of Ranbir podcast with AIB nd realised 4 things :<br><br><br>1-ranbir is actually mannered person who don&#39;t interrupt anyone when they use to talk unless like AIB shitty team ...<br><br><br>2-Ranbir respects seniors whereas AIB team talkin&#39; like Amitabh ko d dia 😂😂 jha Amitabh sir khady h na AIB unky jooto brabar v nhi h ...<br><br>3- Ranbir saying 70% statements true whereas AIB just saying lies trying to be cool stuffs like I use to do this that blah blah <br><br>4-AIB are actually piece of crabs,.they are not even roasters they are actually trying to be cool dickheads😅",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",155,watched parts ranbir podcast aib nd realised 4 things br br br 1 ranbir actually mannered person 39 interrupt anyone use talk unless like aib shitty team br br br 2 ranbir respects seniors whereas aib team talkin 39 like amitabh ko dia jha amitabh sir khady h na aib unky jooto brabar v nhi h br br 3 ranbir saying 70 statements true whereas aib saying lies trying cool stuffs like use blah blah br br 4 aib actually piece crabs even roasters actually trying cool dickheads,4
56,YouTube,@aditae5055,https://www.youtube.com/watch?v=AK4zs3rRP1U,What a man Ranbir is ! ❤️,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",156,man ranbir,4
57,YouTube,@smitrathod1994,https://www.youtube.com/watch?v=AK4zs3rRP1U,"<a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=702"">11:42</a> They little bit fucked it up",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",157,href little bit fucked,4
58,YouTube,@sriramjay2010,https://www.youtube.com/watch?v=AK4zs3rRP1U,"Watching this show after watching Animal, Ranbir ❤❤❤❤ versatile actor ❤",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",158,watching show watching animal ranbir versatile actor,4
59,YouTube,@user-qb8lh7ph7y,https://www.youtube.com/watch?v=AK4zs3rRP1U,"I&#39;m glad AIB got wrecked because I could not stand them in this podcast. What absolute blind arrogance for people that had accomplished very little! Especially Khamba (me too accused) and that fucker Joshi! typical arrogance that comes from total insecurity and having to project an extremely condescending attitude to somehow put yourself on the same level as your guest, when you are not, in any way, shape or form at the same level as them. Rohan Joshi - you&#39;re an insufferable, pretentious twat who is so fucking desperate to be fully American.  get wrecked, piece of shit. You single handedly ruined this whole video. Ranbir had accomplished far more than you at this time while coming from extreme privilege and shows class, humility (even if fake) and you guys behaved in such a low class way. yuck. I remember the extreme virtue signaling and posturing you guys used to do while covering up sexual harassment in your own company. Pathetic , extremely hypocritical losers.",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",159,39 glad aib got wrecked could stand podcast absolute blind arrogance people accomplished little especially khamba accused fucker joshi typical arrogance comes total insecurity project extremely condescending attitude somehow put level guest way shape form level rohan joshi 39 insufferable pretentious twat fucking desperate fully american get wrecked piece shit single handedly ruined whole video ranbir accomplished far time coming extreme privilege shows class humility even fake guys behaved low class way yuck remember extreme virtue signaling posturing guys used covering sexual harassment company pathetic extremely hypocritical losers,4
60,YouTube,@shivangi_laado,https://www.youtube.com/watch?v=AK4zs3rRP1U,Aree white tshirt bolne do yaar Ranbir ko pura,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",160,aree white tshirt bolne yaar ranbir ko pura,4
61,YouTube,@arjunjangam9756,https://www.youtube.com/watch?v=AK4zs3rRP1U,Didn’t understand a single line of this guy in white!,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",161,understand single line guy white,4
62,YouTube,@sgopalan58,https://www.youtube.com/watch?v=AK4zs3rRP1U,"<a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=815"">13:35</a> lmao this didn&#39;t age well",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",162,href lmao 39 age well,4
